patent_id,title,abstract,claims,description,label
JP2020-004020,水溶性包装フィルム,洗剤や農薬の計量包装に使用する水溶性のポリビニルアルコールフィルム。,ポリビニルアルコールを主成分とし水温20℃以上で溶解する水溶性包装フィルム。溶解時間が5分以内である請求項1記載の水溶性包装フィルム。,部分ケン化ポリビニルアルコール（ケン化度88モル%）を水に溶解してキャストしフィルム化した。20℃水中への溶解時間は3分であった。洗濯洗剤の単位包装に使用し過剰計量を防ぎ使い勝手が良い。バリア性は低く防湿包装には不向き。,0
JP2020-004021,ポリエチレンテレフタレート製ストレッチブロー成形ボトル,透明で軽量なPET製飲料用ボトルの製造方法。,ポリエチレンテレフタレート樹脂からなる二軸延伸ブロー成形ボトルであって肉厚が0.2〜0.4mmである飲料用ボトル。,PET樹脂プリフォームを射出成形後延伸ブロー成形して500ml飲料用ボトルを製造した。重量25gと軽量で透明性に優れ炭酸飲料のCO2バリア性も十分であった。リサイクル性が高くPETボトルリサイクル推奨事業者認定を取得した。,0
JP2020-004022,グラビア印刷用コーティングOPPフィルム,グラビア印刷適性を高めたコロナ処理OPPフィルム。食品包装のパッケージ印刷に使用。,二軸延伸ポリプロピレンフィルムの表面にコロナ放電処理を施してなる印刷適性付与フィルム。濡れ張力が38mN/m以上である請求項1記載の印刷適性付与フィルム。,OPPフィルム（20μm）にコロナ放電処理を施し濡れ張力40mN/mを達成した。グラビア印刷インキ（東洋インキ製RG-P）での印刷試験で碁盤目試験100/100と良好な密着性を示した。,0
JP2020-005001,酸素バリア性積層包装材,酸素バリア性に優れた多層積層包装材料とその製造方法に関する。,ポリエステル基材フィルムと無機酸化物層と有機バリアコーティング層とヒートシール層とを積層してなる積層包装材。有機バリアコーティング層が水溶性高分子を主成分とする請求項1記載の積層包装材。,PETフィルムに酸化ケイ素を蒸着した後水溶性高分子系コーティング液を塗工乾燥した。さらにLLDPEフィルムをドライラミネートして積層包装材を得た。内容物充填後のシール性と酸素バリア性を評価した結果良好な性能を示した。,
JP2020-005002,ポリビニルアルコール系樹脂組成物,ポリビニルアルコール系樹脂に各種添加剤を配合した成形用組成物。フィルム・繊維・成形品の製造に使用。,ポリビニルアルコール系樹脂と可塑剤とを含有する樹脂組成物。可塑剤がグリセリンまたはエチレングリコールである請求項1記載の樹脂組成物。,PVA（クラレPVA-117）にグリセリン10重量%を添加し二軸押出機でコンパウンドしペレットを作製した。得られたコンパウンドをTダイ押出してフィルム化した。フィルムは柔軟性があり酸素バリア性は通常のPVAフィルムに比べてやや低下した。,
JP2020-005003,無機蒸着フィルムの耐久性評価方法,無機蒸着層の密着性・耐候性を評価するための試験方法。,無機酸化物蒸着フィルムにおける蒸着層の密着性をテープ剥離試験と引張試験の組み合わせで評価する方法。高温高湿処理後の性能変化を測定する工程を含む請求項1記載の評価方法。,種々の条件（温度・湿度・紫外線照射量）で処理した無機蒸着フィルムのテープ剥離試験と酸素透過率を測定した。40℃90%RH500時間処理後も蒸着層の密着性が維持されるフィルムをハイバリア品と評価した。この評価基準で市販フィルム10種を分類した。,
JP2020-005004,透明多層バリアフィルムの製造装置,蒸着・コーティングをインラインで行う透明多層バリアフィルムの連続製造装置。,巻取式真空蒸着装置とグラビアコーター装置とをインラインで連結した透明バリアフィルム製造装置。真空チャンバー内で蒸着後大気開放せずにプライマーコーティングを行う機能を有する請求項1記載の製造装置。,真空蒸着室とコーティングユニットをインラインで連結した装置を設計・製造した。酸化ケイ素蒸着とPVA系コーティングを大気暴露なしで連続実施した結果従来比でバリア性が30%向上した。,
JP2020-005005,バイオマス由来ポリビニルアルコールフィルム,植物由来原料から製造したバイオマスポリビニルアルコールを用いたバリアフィルム。,バイオマス由来酢酸ビニルから合成したポリビニルアルコール系樹脂を主成分とするバリアフィルム。バイオマス含量が30%以上である請求項1記載のバリアフィルム。,さとうきび由来バイオエタノールから合成した酢酸ビニルを重合・ケン化してバイオPVAを製造した。石油由来PVAと同等のケン化度99モル%・重合度1700を実現した。バリア性は石油由来品と同等でカーボンフットプリントを35%削減できた。,
JP2020-005006,植物油系コーティング剤を用いたバリアフィルム,植物油を原料とした生分解性バリアコーティング剤を塗工したバリアフィルム。,植物油変性アルキド樹脂を主成分とするバリアコーティング剤を基材フィルム上に塗工してなるバリアフィルム。植物油含量が50重量%以上である請求項1記載のバリアフィルム。,大豆油変性アルキド樹脂系コーティング液をPETフィルム上に塗工し紫外線照射で硬化した。得られたフィルムの酸素透過率は5cc/m2/day/atmであり従来のPVAバリアフィルムより低いが生分解性包装材として有用である。,
JP2020-005007,ナイロン基材ガスバリアフィルム,延伸ナイロンフィルムを基材とした酸素バリア性積層フィルム。食品の真空包装・脱気包装に適する。,延伸ナイロンフィルム基材と無機酸化物蒸着層と有機バリアコーティング層とを積層してなるバリアフィルム。有機バリアコーティング層がポリビニルアルコール系樹脂を主成分とする請求項1記載のバリアフィルム。,二軸延伸ナイロン6フィルム（15μm）に電子線蒸着で酸化ケイ素を蒸着後PVA系コーティング液を塗工した。得られたフィルムの酸素透過率は0.8cc/m2/day/atm以下で真空包装向けバリア性を確認した。ピンホールが少なくレトルト袋の内袋に適する。,
JP2020-005008,二酸化ケイ素蒸着条件の最適化方法,真空蒸着法による二酸化ケイ素薄膜のバリア性を向上させる蒸着条件の最適化方法。,基材フィルム上に蒸着する二酸化ケイ素薄膜のバリア性を向上するために蒸着速度・酸素分圧・基材温度を制御する方法。薄膜組成がSiOxでxが1.5〜2.0となるよう制御する請求項1記載の最適化方法。,巻取式電子線蒸着装置でSiO原料を酸素雰囲気下で蒸着しxを1.5〜2.0の範囲で変化させてSiOx薄膜を形成した。x=1.8付近で酸素透過率最小値0.2cc/m2/day/atmを達成しバリア性と透明性のバランスが最良であった。,
JP2020-005009,耐屈曲性ガスバリアフィルム,繰り返し屈曲後もバリア性を維持する可撓性ガスバリアフィルム。スタンドパウチ等の包装袋に適する。,基材フィルムと緩衝層と無機酸化物蒸着層とバリアコーティング層とをこの順に有する耐屈曲性ガスバリアフィルム。緩衝層がウレタン系樹脂を主成分とする請求項1記載の耐屈曲性ガスバリアフィルム。,PETフィルムにウレタン系緩衝コーティング（0.5μm）を施した後酸化アルミニウムを蒸着しPVA/モンモリロナイトコーティングを塗工した。MIT耐折試験200回後の酸素透過率変化率は15%以内で耐屈曲性が向上した。,
JP2020-005010,バリア性フィルムの加速劣化試験方法,長期使用を想定したバリア性フィルムの劣化挙動を短期間で評価する試験方法。,ガスバリアフィルムを高温高湿紫外線照射条件下に暴露して長期劣化を加速評価する方法であって暴露後の酸素透過率変化を測定する工程を含む試験方法。,60℃90%RH条件と紫外線照射を組み合わせた加速劣化試験を設計した。実際の屋外暴露1年間と加速試験500時間の相関係数は0.92と高く加速試験の有効性を確認した。この方法で各種バリアフィルムの長期信頼性を評価した。,
JP2020-005011,フィルム表面の官能基導入処理方法,プラズマ処理によるフィルム表面への官能基導入とコーティング密着性向上方法。,プラズマ処理または紫外線照射によりフィルム表面に水酸基またはカルボキシル基を導入する表面処理方法。処理後の表面エネルギーが50mJ/m2以上である請求項1記載の表面処理方法。,OPPフィルムに大気圧プラズマ処理を施し表面エネルギーを28mJ/m2から58mJ/m2に向上させた。続いてPVA系コーティング液を塗工したところ密着性が大幅に向上した。この表面処理はガスバリアコーティングの前処理として有効である。,
JP2020-005012,再封可能なガスバリア包装袋,チャック付きの再封可能なガスバリア包装袋とその製造方法。,ガスバリア性積層フィルムにチャックテープを溶着してなる再封可能な包装袋。チャックテープがLLDPE系樹脂からなる請求項1記載の再封可能な包装袋。,酸化ケイ素蒸着PET/LLDPEの積層フィルムを使用してチャック付きスタンドパウチを製作した。チャック開閉1000回後も気密性が維持されておりスナック菓子等の再封包装として適した。,
JP2020-005013,パウチ用高バリア積層フィルムの強度評価,レトルトパウチに使用する積層フィルムの落下・突刺強度と耐ピンホール性の評価方法。,積層フィルムの落下衝撃試験と突刺試験および耐ピンホール試験を組み合わせた包装材料強度評価方法。レトルト処理後の強度保持率を評価する工程を含む請求項1記載の評価方法。,延伸ナイロン/バリアフィルム/CPP構成のレトルトパウチ用フィルムについて各種強度試験を実施した。落下高度1.5mからの落下試験100回でピンホール発生率は1%以下であった。,
JP2020-005014,ヒートシール強度向上方法,熱融着性フィルムのヒートシール強度を向上させる方法およびその包装袋への応用。,熱融着性樹脂フィルムのシール面に接着強化処理を施すヒートシール強度向上方法。シール強度が30N/15mm以上である請求項1記載のヒートシール強度向上方法。,LLDPEフィルム表面にコロナ処理とプライマー処理を組み合わせた前処理を施した。シール強度は未処理の12N/15mmから38N/15mmに向上した。この強化処理はレトルトパウチの内装フィルムに適用し開封不能事故を防止した。,
JP2020-005015,酸素バリア性フィルムのリサイクル性評価,使用済みバリアフィルムの材料分離・再生利用可能性を評価する方法。,使用済みガスバリア積層フィルムの各層を化学的または物理的に分離して基材フィルムを回収する方法。アルカリ水溶液によるコーティング層除去工程を含む請求項1記載のリサイクル評価方法。,市販の各種バリアフィルムを水酸化ナトリウム水溶液（2%・60℃）に浸漬してコーティング層の除去率を測定した。PVA系コーティングは95%以上が除去されたがPVDCコーティングは10%以下しか除去できなかった。環境観点からPVA系コーティングが有利と評価された。,
JP2020-005016,スパッタリング法SiOx薄膜の特性評価,RFマグネトロンスパッタリングで形成したSiOx薄膜のバリア特性と光学特性の評価。,RFマグネトロンスパッタリング法で形成したSiOx薄膜を有するフィルムのバリア特性評価方法。Xが1.0〜2.0の範囲でのガスバリア性と光透過率の相関を評価する工程を含む。,PETフィルム上にRFスパッタリングでSiOx薄膜（膜厚20〜100nm）を形成した。膜厚80nm・x=1.7で酸素透過率0.3cc/m2/day/atmが得られた。薄膜の内部応力と密着性についても評価しバリア性との相関を検討した。,
JP2020-005017,ガスバリアフィルムの光学特性測定,透明バリアフィルムの全光線透過率・ヘーズ・屈折率の精密測定方法。,透明ガスバリアフィルムの光学特性を積分球付き分光光度計を用いて精密測定する方法。蒸着層の光学定数n・kを分光エリプソメトリーで測定する工程を含む請求項1記載の測定方法。,各種透明バリアフィルムについて全光線透過率・ヘーズ・屈折率の測定を実施した。SiOx蒸着フィルムの屈折率は組成xに依存し1.46〜1.7の範囲にあった。コーティング層追加後の光学特性変化についても評価した。,
JP2020-005018,食品包装フィルムの酸素吸収量測定,食品包装フィルムの酸素透過量・溶存酸素・内部酸素を精密測定するシステム。,密閉容器内の酸素濃度変化をジルコニア型酸素センサーで連続測定することで包装フィルムの酸素透過率を求めるシステム。測定精度が0.01cc/m2/day/atm以下のシステム。,ステンレス製密閉セルにバリアフィルムを設置し両側の酸素濃度をジルコニアセンサーで連続測定した。測定精度0.005cc/m2/day/atm以下を達成し超高バリアフィルムの評価に適用した。,
JP2020-005019,フレキシブル有機EL用バリアフィルム,有機ELデバイスの封止用に使用する超高バリア性フレキシブルフィルム。,水蒸気透過率が10の-4乗g/m2/day以下の超高バリア性を有するフレキシブル封止フィルム。無機酸化物層と有機緩衝層を交互に積層してなる多層構造を有する請求項1記載の超高バリアフィルム。,原子層堆積法（ALD）でAl2O3（10nm）とポリパラキシリレン有機層（50nm）を交互に5サイクル積層した。水蒸気透過率は5×10-5g/m2/dayと超高バリアを達成した。有機ELデバイスの長寿命化に有効である。,
JP2020-005020,透明ガスバリアフィルムの欠陥検査方法,バリアフィルムの蒸着欠陥をオンラインで検出する光学的検査方法。,バリアフィルムの欠陥をレーザー光散乱法および透過電子顕微鏡観察を組み合わせて検査する方法。欠陥密度が1個/m2以下であることを合否判定基準とする請求項1記載の検査方法。,巻取式蒸着ライン上にレーザースキャナを設置しリアルタイムで欠陥検出を実施した。検出感度は0.1mm以上の欠陥に対して99%以上であった。この検査方法で製品品質の安定化とバリア性のばらつき低減を実現した。,
JP2020-005021,ポリビニルアルコールの架橋度測定方法,バリアフィルム用コーティング層中のPVAの架橋度を評価する化学分析方法。,バリアコーティング層中のポリビニルアルコール架橋度をゲル分率測定と示差走査熱量計分析で評価する方法。架橋度と酸素バリア性の相関を求める工程を含む請求項1記載の測定方法。,PVA/エポキシ架橋剤系コーティングフィルムをソックスレー抽出してゲル分率を測定した。架橋剤量10重量%でゲル分率85%を達成した。架橋度と90%RH条件での酸素透過率は負の相関を示した。,
JP2020-005022,包装フィルムの酸素バリア性データベース,各種包装フィルムの酸素透過率・水蒸気透過率の測定データを体系的に整理したデータベースシステム。,包装フィルムの酸素透過率・水蒸気透過率・機械的特性のデータを蓄積・検索可能なデータベースシステム。温度・湿度依存性データを含む請求項1記載のデータベースシステム。,市販の包装フィルム200種についてJIS K7126準拠の方法で酸素透過率・水蒸気透過率を測定しデータベースに登録した。温度23〜60℃湿度0〜90%RHでの透過率変化も系統的に測定した。,
JP2020-005023,廃棄バリアフィルムの化学的リサイクル,PETフィルム基材のバリア積層品を化学的に分解してモノマー回収する方法。,ガスバリア積層フィルムをメタノール分解してジメチルテレフタレートとエチレングリコールを回収する化学的リサイクル方法。回収純度が98%以上である請求項1記載の化学的リサイクル方法。,PETバリアフィルムを280℃・メタノール超臨界条件で分解した。PVAコーティングやSiOx蒸着層はろ過で除去され高純度のジメチルテレフタレートが回収できた。回収純度98.5%で再重合に使用可能であった。,
JP2020-005024,ガスバリアフィルムの水蒸気透過率測定,カップ法とMOCON法を比較したガスバリアフィルムの水蒸気透過率精密測定。,JIS Z0222に準拠した感湿フィルムカップ法と電気センサー式MOCON法を用いた水蒸気透過率測定方法の比較評価。両測定法の相関係数を算出する工程を含む請求項1記載の評価方法。,各種ガスバリアフィルムについてカップ法とMOCON法で水蒸気透過率を測定し相関を解析した。相関係数0.95以上と高い相関が得られたがMOCON法は高速・高精度で低透過率域に優れた。,
JP2020-005025,真空断熱材用コアバリアフィルム,シリカ粉末芯材を包む真空断熱材用の長期高バリア積層フィルム。,アルミニウム蒸着フィルムを複数層含む真空断熱材外包材用高バリア積層フィルム。酸素透過率が0.001cc/m2/day/atm以下の超高バリアである請求項1記載の高バリア積層フィルム。,ON/AL蒸着PET（2層）/LLDPEの積層体を使用して真空断熱材を製造した。初期熱伝導率0.003W/mK・10年後の推定熱伝導率0.006W/mKと良好な長期断熱性能を予測した。,
JP2020-005026,グリーン調達基準によるバリアフィルム評価,環境負荷低減を考慮した包装材料選定のためのLCA（ライフサイクルアセスメント）評価方法。,バリアフィルムの原料採掘から廃棄までのCO2排出量・水使用量・有害物質量をLCAで評価する方法。バイオマス度と環境負荷の相関を算出する工程を含む請求項1記載の評価方法。,PVA系バリアフィルム・PVDC系バリアフィルム・アルミ蒸着フィルムのLCAを実施した。PVA系は全体的に環境負荷が小さく特に廃棄段階での有害物質発生がゼロであることが強みと評価された。,
JP2020-005027,包装材料の酸素バリア測定標準化,食品包装用バリアフィルムの酸素透過率測定の標準化と測定機関間の精度管理方法。,酸素透過率測定の国際標準化に向けた測定条件の統一と参照標準フィルムを用いた精度管理方法。測定機関間の繰返し精度が5%以内である請求項1記載の精度管理方法。,参照標準フィルム（認証値付）を用いた精度管理スキームを構築し5測定機関でラウンドロビン試験を実施した。測定機関間の変動係数は3.2%と良好な再現性が確認された。,
JP2020-005028,蒸着フィルムの蒸着層応力解析,蒸着フィルムの反り・蒸着層剥離を予測するための内部応力測定と有限要素解析。,蒸着フィルムの蒸着層内部応力をX線回折法で測定し有限要素解析で反り挙動を予測する方法。引張応力が200MPa以下となる蒸着条件を選定する工程を含む請求項1記載の方法。,各蒸着条件（基板温度・蒸着速度・酸素分圧）でSiOx薄膜の内部応力をX線回折で測定した。FEM解析の結果と実測の反り値の相関係数は0.91であった。低応力蒸着条件での作製品はコーティング後の密着性も向上した。,
JP2020-005029,バリアフィルムの印刷適性向上コーティング,蒸着・バリアコーティング後のフィルムにグラビア・フレキソ印刷適性を付与するコーティング方法。,ガスバリアフィルムの最外面にインキ密着性向上コーティングを施してなる印刷適性付与バリアフィルム。コーティング剤が硝化綿系またはポリウレタン系である請求項1記載の印刷適性付与バリアフィルム。,PVA/SiOx蒸着バリアフィルムの外面にポリウレタン系インキ密着向上剤をバーコーターで薄塗りした。グラビア印刷試験での碁盤目密着性は100/100と良好であった。バリア性の低下はほとんど認められなかった。,
JP2020-005030,フィルム基材の耐熱寸法安定性評価,フィルム基材の熱処理時の収縮・変形を評価する精密測定方法。,フィルム基材の寸法変化率を高精度光学測定機で測定する方法であって150℃熱処理後の収縮率が0.5%以下であることを高耐熱品の基準とする評価方法。,各種フィルム基材（PET・OPP・ONY）について熱収縮率の温度依存性を測定した。二軸延伸PETは150℃での収縮率0.3%以下と最も安定しておりバリアフィルムの基材として優れた耐熱寸法安定性を有することを確認した。,
JP2020-005031,有機太陽電池用バリアフィルム,有機太陽電池の封止に適した超高水蒸気バリアフィルムの特性評価。,有機太陽電池封止用として水蒸気透過率が10の-5乗g/m2/day以下のフレキシブルバリアフィルム。無機バリア層と有機緩衝層の交互積層構造を有する請求項1記載のフレキシブルバリアフィルム。,原子層堆積（ALD）法でAl2O3と高分子樹脂を交互積層した超高バリアフィルムを作製した。水蒸気透過率は3×10-5g/m2/dayを達成した。有機太陽電池モジュールの封止に使用し屋外1年間の発電効率維持率92%を確認した。,
JP2020-005032,生鮮食品向け鮮度保持包装フィルム,野菜・果物の鮮度保持に特化したCA包装（ガス置換包装）用フィルム。,エチレン透過性と酸素透過性を制御した鮮度保持機能性フィルム。エチレン透過率が500cc/m2/day/atm以上かつ酸素透過率が2000〜5000cc/m2/day/atmである請求項1記載の鮮度保持フィルム。,ポリオレフィン系フィルムに多孔質セラミックスを充填しエチレン吸着機能と適度なガス透過性を付与した。カット野菜を包装した鮮度試験でバリア包装品より3日間鮮度が延長した。,
JP2020-005033,乾燥食品向け防湿包装材の設計指針,乾燥食品の保存性向上のための包装材料の水蒸気透過率設計と選定方法。,食品の許容吸湿量と目標保存期間から水蒸気透過率の上限値を算出して包装フィルムを選定する設計方法。温度・湿度条件を考慮したモデル式を用いる請求項1記載の設計方法。,ポテトチップスの許容吸湿量と目標賞味期限（6ヶ月）からバリアフィルムの水蒸気透過率上限値を算出した。0.1g/m2/day以下の水蒸気透過率が必要と算出され蒸着PETフィルムが適切であることを示した。,
JP2020-005034,包装フィルムの遮光性評価方法,食品・医薬品包装用フィルムの紫外線・可視光線遮断性を測定する方法。,包装フィルムの波長200〜800nmにわたる分光透過率を測定する遮光性評価方法。UVA・UVBおよび可視光の透過率を個別に評価する工程を含む請求項1記載の評価方法。,透明バリアフィルム・アルミ蒸着フィルム・酸化ケイ素蒸着フィルムの分光透過率を測定した。酸化ケイ素蒸着フィルムはUVAを50%遮断しつつ高い可視光透過率を維持することが判明した。,
JP2020-005035,多品種少量生産向けバリアフィルム印刷システム,デジタル印刷技術を活用した小ロット対応のバリアフィルム印刷・製袋システム。,バリアフィルムにデジタルインクジェット印刷を施す包装システム。最小ロット50mから対応可能な請求項1記載の印刷システム。,水性インクジェットインキをPVAバリアコーティングフィルムに直接印刷する実験を行った。印刷密着性はコロナ前処理で大幅に向上した。デジタル印刷対応により多品種少量生産に柔軟に対応できることを確認した。,
JP2020-005036,高速蒸着プロセスによるSiOxフィルム生産性向上,電子線蒸着速度を高速化した大量生産向けSiOx薄膜形成プロセス。,蒸着速度が毎分100nm以上の高速電子線蒸着プロセスによりSiOx薄膜を形成する方法。高速蒸着後のバリア性が低速蒸着と同等以上である請求項1記載の高速蒸着方法。,電子線蒸着の出力を上げ蒸着速度を従来の40nm/分から150nm/分に向上させた。膜厚100nmでの酸素透過率は0.4cc/m2/day/atmと低速蒸着品と同等であった。生産性は3倍以上向上した。,
JP2020-005037,包装フィルムの界面剥離強度測定,積層フィルムの各層間接着強度をT字剥離試験と90度剥離試験で評価する方法。,積層フィルムの層間剥離強度をT字剥離試験と90度ピール試験の2手法で測定し比較評価する方法。レトルト処理後の剥離強度保持率を測定する工程を含む請求項1記載の評価方法。,PVA/SiOx蒸着フィルムのコーティング層とバリアコーティング間の剥離強度を測定した。シランカップリング剤処理品は未処理品より剥離強度が50%向上しレトルト後も高い密着性を維持した。,
JP2020-005038,無機ナノ粒子分散コーティング液の安定性評価,バリアコーティング液中の無機粒子の分散安定性を動的光散乱法で評価する方法。,コーティング液中の無機板状粒子の粒子径分布と分散安定性を動的光散乱法で経時的に測定する評価方法。粒子径の増大率が48時間で20%以内であることを安定品の基準とする請求項1記載の評価方法。,各種モンモリロナイト・スメクタイト分散PVAコーティング液の分散安定性を動的光散乱で測定した。超音波分散処理を行った試料は48時間後でも粒子径変化率が10%以下と安定した。,
JP2020-005039,内容物充填後のバリア性変化モニタリング,食品充填包装品の保管中の内部ガス組成変化をモニタリングする非破壊測定方法。,光学式酸素センサーを包装内面に貼付し非破壊で内部酸素濃度を経時的に測定するモニタリング方法。包装フィルムの酸素透過量を実使用条件で評価できる請求項1記載の方法。,光学式酸素センサー（PreSens製）を包装袋内面に貼付し食品充填後の酸素濃度変化を蛍光センシングで連続測定した。バリア性の異なる4種類のフィルムでの酸素透過量の実用条件評価を実施した。,
JP2020-005040,スマート包装用バリアフィルム,温度・衝撃・開封履歴を記録するインジケーター機能付きバリアフィルム包装材。,時間-温度インジケーターと衝撃検知インジケーターを組み込んだ機能性バリアフィルム包装材。インジケーターが可逆型であり繰り返し使用可能である請求項1記載のバリアフィルム包装材。,ロイコ染料系TTIと感圧塗料をバリアフィルムに組み込んだスマート包装材を試作した。冷蔵チェーン途中での温度逸脱（10℃以上）を色変化で明示する機能を確認した。,
JP2020-005041,バリアフィルムを用いた医薬品一次包装,PTP包装・ブリスターパック用の高バリア性アルミプラスチック積層フィルム。,アルミニウム箔と熱成形可能な樹脂層とを積層した医薬品ブリスター包装用積層フィルム。水蒸気透過率が0.01g/m2/day以下である請求項1記載の医薬品包装用積層フィルム。,冷間成形用アルミ箔（60μm）にポリアミド/PVC積層体をドライラミネートした医薬品包装材を作製した。深絞り試験で破断なく成形でき水蒸気透過率0.005g/m2/day以下の超高バリアを達成した。吸湿性の高い錠剤の長期保存に適する。,
JP2020-005042,透明バリアフィルムの色調安定性,蒸着・コーティング後の透明バリアフィルムの着色・黄変を防止する方法。,無機酸化物蒸着フィルムおよびバリアコーティングフィルムの黄変指数（YI値）を低減する方法。紫外線吸収剤の添加量を最適化する工程を含む請求項1記載の方法。,SiOx蒸着PETフィルムにUV吸収剤（ベンゾトリアゾール系）を添加したPVAコーティングを塗工した。60℃14日の促進黄変試験でのYI値変化は未添加品が1.8であるのに対し添加品は0.5以下に抑制できた。,
JP2020-005043,CO2バリアフィルムの炭酸飲料包装への応用,炭酸飲料ボトル包装に特化した二酸化炭素バリア性評価と設計。,炭酸飲料包装用フィルムのCO2透過率を測定しシェルフライフを予測する方法。CO2透過率が10cc/m2/day/atm以下であることを高CO2バリア品の基準とする請求項1記載の方法。,各種バリアフィルムのCO2透過率を測定した。PVA系バリアフィルムはCO2バリア性にも優れ10cc/m2/day/atm以下を示した。炭酸飲料パウチへの適用でCO2保持期間を2倍以上延長できた。,
JP2020-005044,バリアフィルム製造ラインの品質管理システム,バリアフィルム連続製造ラインにおけるリアルタイム品質監視と異常検知システム。,製造ラインの蒸着速度・基板温度・コーティング塗工量を連続測定してバリア性を推定する品質管理システム。測定値の統計的プロセス管理（SPC）を行う工程を含む請求項1記載の品質管理システム。,蒸着装置の各パラメータをリアルタイム収集し重回帰モデルでバリア性を推定する品質管理システムを構築した。推定精度（R2=0.89）で製品の全数バリア性保証が可能となった。,
JP2020-005045,バリアフィルムの長期保管安定性,製品としてのバリアフィルムロールの保管条件と長期バリア性維持方法。,バリアフィルムロールの保管温度・湿度条件を規定しバリア性の長期維持を保証する保管方法。保管2年後も酸素透過率の変化が20%以内である請求項1記載の保管方法。,各種温湿度条件（25℃60%RH・40℃85%RH）でのバリアフィルムロールの長期保管試験を実施した。25℃60%RH以下での保管品は24ヶ月後もバリア性変化が5%以内であった。,
JP2020-005046,インフレーション法多層バリアフィルム,インフレーション法で共押出した多層バリアフィルムとその製造方法。,ポリエチレン層とEVOH層と接着性樹脂層を含む共押出多層バリアフィルムであってインフレーション法で製造される多層フィルム。EVOH層の厚さが全体の10〜20%である請求項1記載の多層バリアフィルム。,5層共押出インフレーション装置でLLDPE/接着性PE/EVOH/接着性PE/LLDPE構成のフィルムを製造した。EVOH層はエチレン含量32モル%を使用した。酸素透過率3cc/m2/day/atm以下と良好なバリア性を示した。,
JP2020-005047,電子線照射によるバリアコーティングの硬化,電子線（EB）照射でPVA系バリアコーティング層を架橋硬化させバリア性を向上させる方法。,ポリビニルアルコール系バリアコーティング層に電子線を照射して架橋硬化させるバリアフィルムの製造方法。照射線量が10〜50kGyである請求項1記載の製造方法。,PVA/モンモリロナイトコーティング液を塗工後電子線（30kGy）を照射した。ゲル分率90%以上の高架橋度が得られ90%RH条件での酸素透過率は0.5cc/m2/day/atmと改善した。熱架橋不要で生産性が向上した。,
JP2020-005048,多孔質セラミックス充填樹脂フィルム,多孔質シリカをポリプロピレンに分散させた機能性フィルムの特性評価。,多孔質シリカ粒子をポリオレフィン樹脂に配合した多孔質フィルムであって揮発性成分吸着機能を有する多孔質フィルム。,多孔質シリカ（富士シリシア製サイリシア）をポリプロピレンに15重量%配合しTダイ押出でフィルム化した。得られたフィルムはエチレンガス吸着量が50μg/g以上と高く鮮度保持包装への応用が期待される。,
JP2020-005049,ガスバリアフィルム市場分析レポート,食品包装用ガスバリアフィルムの市場動向・技術トレンド・主要メーカー分析。,食品包装用ガスバリアフィルムの市場規模・成長率・技術動向を調査分析した技術調査報告書。バイオベースフィルムの市場浸透率予測を含む請求項1記載の技術調査報告書。,アジア太平洋地域のガスバリアフィルム市場は2025年までに年率5.2%で成長と予測される。環境規制強化によりPVDC系からPVA/蒸着系への代替が加速している。主要特許出願人はA社・B社・C社で全体の45%を占める。,
JP2020-005050,包装材料のCO2排出量算定と削減方法,包装材料の製造から廃棄までのCO2排出量をLCAで算定し削減する方法。,包装フィルムの製造・使用・廃棄の各段階のCO2排出量をLCAで算定する方法。バイオマス由来原料への転換によるCO2削減効果を定量化する工程を含む請求項1記載の算定方法。,食品包装用バリアフィルム4種のLCAを実施した。PVA系バリアフィルムはアルミ蒸着フィルムよりCO2排出量が60%少なかった。バイオマスPVA採用でさらに20%削減可能と試算された。,
